16,VIVIENDA,-0.16,189.25,194.59,-5.34,-0.67,,,,,,,,,,,,,,,,,,,,,
17,ALQUILER,-0.23,152.49,152.49,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
18,Alumbrado y combustible,0.00,16.96,16.96,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
19,Lavado y mantenimiento,0.37,18.32,19.15,-0.83,-0.11,,,,,,,,,,,,,,,,,,,,,
20,Otros artefactos del hogar,-1.45,1.49,5.99,-4.50,-0.57,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INDUMENTARIA,0.70,39.02,92.30,-53.28,-6.74,,,,,,,,,,,,,,,,,,,,,
22,"Telas, hechuras y accesorios",0.35,4.60,9.03,-4.44,-0.56,,,,,,,,,,,,,,,,,,,,,
23,Ropa confeccionada hombre,0.25,17.85,33.14,-15.29,-1.93,,,,,,,,,,,,,,,,,,,,,
24,Ropa confeccionada mujer,1.56,13.89,43.79,-29.89,-3.78,,,,,,,,,,,,,,,,,,,,,
25,Servicio de limpieza,0.00,2.68,6.34,-3.66,-0.46,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MISCELANEOS,3.14,302.30,309.57,-7.28,-0.92,,,,,,,,,,,,,,,,,,,,,
27,Cuidado de la salud,2.55,144.34,147.23,-2.89,-0.37,,,,,,,,,,,,,,,,,,,,,
28,Cuidado y artículos personales,-0.24,18.78,21.12,-2.34,-0.30,,,,,,,,,,,,,,,,,,,,,
29,"Recreo, material de lectura",17.41,38.09,39.08,-0.99,-0.12,,,,,,,,,,,,,,,,,,,,,
30,Tabaco,0.00,42.91,43.02,-0.11,-0.01,,,,,,,,,,,,,,,,,,,,,
31,Educación,0.00,23.30,24.24,-0.94,-0.12,,,,,,,,,,,,,,,,,,,,,
32,Transporte,0.00,34.88,34.88,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alquiler corresponde a un departamento,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*  La restricción en el consumo no afecta a los artículos:  sal, alquiler, energía eléctrica, gas, agua, matrícula secundaria y bus urbano.",,,,,,,,,,,,,,,,,,,,,,,,,,,
** El cálculo del Ingreso Familiar Mensual del hogar tipo no incluye los fondos de reserva mensualizados. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Canasta Familiar Básica,,,,,,,,,,,,,,,,,,,,,,,,,,,
