16,VIVIENDA,0.24,189.28,194.28,-4.99,-0.63,,,,,,,,,,,,,,,,,,,,,
17,ALQUILER,0.28,147.94,147.94,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
18,Alumbrado y combustible,0.00,17.57,17.57,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
19,Lavado y mantenimiento,0.13,22.09,22.87,-0.78,-0.10,,,,,,,,,,,,,,,,,,,,,
20,Otros artefactos del hogar,0.00,1.68,5.89,-4.21,-0.53,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INDUMENTARIA,-1.33,54.62,104.45,-49.83,-6.26,,,,,,,,,,,,,,,,,,,,,
22,"Telas, hechuras y accesorios",0.00,4.96,9.11,-4.15,-0.52,,,,,,,,,,,,,,,,,,,,,
23,Ropa confeccionada hombre,-2.01,26.43,40.73,-14.30,-1.80,,,,,,,,,,,,,,,,,,,,,
24,Ropa confeccionada mujer,0.00,20.31,48.27,-27.96,-3.51,,,,,,,,,,,,,,,,,,,,,
25,Servicio de limpieza,-6.25,2.92,6.34,-3.42,-0.43,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MISCELANEOS,1.17,297.05,303.86,-6.81,-0.85,,,,,,,,,,,,,,,,,,,,,
27,Cuidado de la salud,0.55,129.78,132.48,-2.71,-0.34,,,,,,,,,,,,,,,,,,,,,
28,Cuidado y artículos personales,-1.09,18.14,20.33,-2.19,-0.27,,,,,,,,,,,,,,,,,,,,,
29,"Recreo, material de lectura",9.93,32.54,33.46,-0.92,-0.12,,,,,,,,,,,,,,,,,,,,,
30,Tabaco,0.00,42.35,42.46,-0.11,-0.01,,,,,,,,,,,,,,,,,,,,,
31,Educación,0.00,27.74,28.63,-0.88,-0.11,,,,,,,,,,,,,,,,,,,,,
32,Transporte,0.00,46.50,46.50,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alquiler corresponde a un departamento,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*  La restricción en el consumo no afecta a los artículos:  sal, alquiler, energía eléctrica, gas, agua, matrícula secundaria y bus urbano.",,,,,,,,,,,,,,,,,,,,,,,,,,,
** El cálculo del Ingreso Familiar Mensual del hogar tipo no incluye los fondos de reserva mensualizados. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Canasta Familiar Básica,,,,,,,,,,,,,,,,,,,,,,,,,,,
