16,VIVIENDA,0.11,195.95,199.38,-3.43,-0.42,,,,,,,,,,,,,,,,,,,,,
17,ALQUILER,0.03,165.56,165.56,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
18,Alumbrado y combustible,0.00,15.11,15.11,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
19,Lavado y mantenimiento,1.68,13.77,14.31,-0.54,-0.07,,,,,,,,,,,,,,,,,,,,,
20,Otros artefactos del hogar,-4.29,1.51,4.40,-2.90,-0.35,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INDUMENTARIA,-0.16,61.33,95.60,-34.27,-4.17,,,,,,,,,,,,,,,,,,,,,
22,"Telas, hechuras y accesorios",-0.13,5.77,8.62,-2.85,-0.35,,,,,,,,,,,,,,,,,,,,,
23,Ropa confeccionada hombre,0.00,30.17,40.00,-9.84,-1.20,,,,,,,,,,,,,,,,,,,,,
24,Ropa confeccionada mujer,-0.41,22.01,41.25,-19.23,-2.34,,,,,,,,,,,,,,,,,,,,,
25,Servicio de limpieza,0.00,3.38,5.73,-2.35,-0.29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MISCELANEOS,-0.11,291.55,296.23,-4.68,-0.57,,,,,,,,,,,,,,,,,,,,,
27,Cuidado de la salud,-0.39,142.20,144.06,-1.86,-0.23,,,,,,,,,,,,,,,,,,,,,
28,Cuidado y artículos personales,1.10,18.25,19.76,-1.50,-0.18,,,,,,,,,,,,,,,,,,,,,
29,"Recreo, material de lectura",0.00,36.64,37.28,-0.64,-0.08,,,,,,,,,,,,,,,,,,,,,
30,Tabaco,0.00,37.96,38.03,-0.07,-0.01,,,,,,,,,,,,,,,,,,,,,
31,Educación,0.15,21.62,22.23,-0.61,-0.07,,,,,,,,,,,,,,,,,,,,,
32,Transporte,0.00,34.88,34.88,0.00,0.00,*,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alquiler corresponde a un departamento,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*  La restricción en el consumo no afecta a los artículos:  sal, alquiler, energía eléctrica, gas, agua, matrícula secundaria y bus urbano.",,,,,,,,,,,,,,,,,,,,,,,,,,,
** El cálculo del Ingreso Familiar Mensual del hogar tipo no incluye los fondos de reserva mensualizados. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Canasta Familiar Básica,,,,,,,,,,,,,,,,,,,,,,,,,,,
