16,VIVIENDA,0.20,203.90,196.28,7.62,0.93,,,,,,,,,,,,,,,,,,,,,
17,ALQUILER,0.20,165.67,163.73,1.94,0.24,*,,,,,,,,,,,,,,,,,,,,
18,Alumbrado y combustible,0.03,16.44,6.13,10.31,1.26,*,,,,,,,,,,,,,,,,,,,,
19,Lavado y mantenimiento,0.52,20.30,20.72,-0.41,-0.05,,,,,,,,,,,,,,,,,,,,,
20,Otros artefactos del hogar,-1.80,1.48,5.70,-4.22,-0.51,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INDUMENTARIA,0.09,52.81,101.31,-48.50,-5.92,,,,,,,,,,,,,,,,,,,,,
22,"Telas, hechuras y accesorios",0.41,5.63,9.62,-3.99,-0.49,,,,,,,,,,,,,,,,,,,,,
23,Ropa confeccionada hombre,0.24,25.37,38.92,-13.55,-1.65,,,,,,,,,,,,,,,,,,,,,
24,Ropa confeccionada mujer,-0.09,18.78,46.43,-27.65,-3.37,,,,,,,,,,,,,,,,,,,,,
25,Servicio de limpieza,-0.55,3.03,6.34,-3.31,-0.40,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MISCELANEOS,1.62,298.82,297.70,1.11,0.14,,,,,,,,,,,,,,,,,,,,,
27,Cuidado de la salud,1.72,139.99,136.35,3.65,0.45,,,,,,,,,,,,,,,,,,,,,
28,Cuidado y artículos personales,0.21,19.07,21.01,-1.94,-0.24,,,,,,,,,,,,,,,,,,,,,
29,"Recreo, material de lectura",6.67,34.56,34.59,-0.03,0.00,,,,,,,,,,,,,,,,,,,,,
30,Tabaco,0.14,39.55,39.13,0.42,0.05,,,,,,,,,,,,,,,,,,,,,
31,Educación,0.49,26.37,27.94,-1.57,-0.19,,,,,,,,,,,,,,,,,,,,,
32,Transporte,0.00,39.27,38.69,0.58,0.07,*,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alquiler corresponde a un departamento,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*  La restricción en el consumo no afecta a los artículos:  sal, alquiler, energía eléctrica, gas, agua, matrícula secundaria y bus urbano.",,,,,,,,,,,,,,,,,,,,,,,,,,,
** El cálculo del Ingreso Familiar Mensual del hogar tipo no incluye los fondos de reserva mensualizados. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Canasta Familiar Básica,,,,,,,,,,,,,,,,,,,,,,,,,,,
